ALX3	ALX3
ZNF830	ZNF830
eGFP-CRY1	CRY1
CDX4	CDX4
eGFP-GREB1	GREB1
eGFP-HSBP1	HSBP1
eGFP-NELFE	NELFE
eGFP-GTF2IRD1	GTF2IRD1
ANAPC2	ANAPC2
KDM4A	KDM4A
eGFP-HDAC2	HDAC2
eGFP-NKX2-8	NKX2-8
eGFP-EWSR1	EWSR1
eGFP-HMGN1	HMGN1
KLF1	KLF1
ARX	ARX
MEIS1	MEIS1
ASCL3	ASCL3
EBF4	EBF4
NONO	NONO
eGFP-PCGF6	PCGF6
EEA1	EEA1
NFAT5	NFAT5
eGFP-SMARCA1	SMARCA1
HHEX	HHEX
eGFP-SMARCA2	SMARCA2
eGFP-HSF2BP	HSF2BP
EGR4	EGR4
eGFP-KEAP1	KEAP1
SP3	SP3
eGFP-IRF2	IRF2
ATOH1	ATOH1
CHRAC1	CHRAC1
EHF	EHF
COPS2	COPS2
eGFP-MED4	MED4
ZNF761	ZNF761
eGFP-E4F1	E4F1
eGFP-POLR2H	POLR2H
EIF3K	EIF3K
eGFP-JUN	JUN
eGFP-MPHOSPH8	MPHOSPH8
EMX1	EMX1
eGFP-Myf5	MYF5
GMEB1	GMEB1
eGFP-KDM4B	KDM4B
LASS6	LASS6
EMX2	EMX2
ASCL4	ASCL4
HAND1	HAND1
CUX2	CUX2
ATMIN	ATMIN
KDM1A	KDM1A
HIC2	HIC2
ILK	ILK
eGFP-PHF3	PHF3
ISL2	ISL2
BARHL2	BARHL2
IRF3	IRF3
IRF4	IRF4
eGFP-GABPA	GABPA
eGFP-ERCC8	ERCC8
DEPDC7	DEPDC7
eGFP-ESRRB	ESRRB
eGFP-SNAI2	SNAI2
eGFP-PBRM1	PBRM1
IRF7	IRF7
eGFP-SOX9	SOX9
eGFP-IRX4	IRX4
eGFP-PHB2	PHB2
eGFP-FIZ1	FIZ1
KLF10	KLF10
eGFP-NOTCH3	NOTCH3
eGFP-JADE2	JADE2
LHX6	LHX6
HOMEZ	HOMEZ
CPSF4L	CPSF4L
MMP14	MMP14
HIF3A	HIF3A
eGFP-KHDRBS1	KHDRBS1
eGFP-CEBPD	CEBPD
KLF4	KLF4
eGFP-MYC	MYC
eGFP-DNAJC2	DNAJC2
BARX1	BARX1
NUPL2	NUPL2
KLF6	KLF6
BATF3	BATF3
OTP	OTP
KAT6A	KAT6A
HMGN1	HMGN1
ILF2	ILF2
FLAG-ZNF276	ZNF276
KMT2A	KMT2A
OVOL1	OVOL1
eGFP-DIDO1	DIDO1
eGFP-NAB2	NAB2
GTF2H2C	GTF2H2C
HMGN3	HMGN3
eGFP-NCOA3	NCOA3
FLAG-RUNX1	RUNX1
DEPDC1B	DEPDC1B
eGFP-MED23	MED23
MLH1	MLH1
eGFP-MED7	MED7
HMG20A	HMG20A
eGFP-MEIS1	MEIS1
ESR2	ESR2
BCL11B	BCL11B
DEPDC5	DEPDC5
ESRRG	ESRRG
FLAG-TGIF2	TGIF2
HNF4G	HNF4G
eGFP-MTA1	MTA1
DHX34	DHX34
PKHD1L1	PKHD1L1
DLX2	DLX2
HOXB13	HOXB13
ETV2	ETV2
EVX1	EVX1
DLX6	DLX6
DMRT1	DMRT1
PLXNB1	PLXNB1
CC2D1A	CC2D1A
eGFP-HNRNPAB	HNRNPAB
ZNF267	ZNF267
POU6F2	POU6F2
MBD1	MBD1
MLLT11	MLLT11
DMRT2	DMRT2
FLAG-ZHX1	ZHX1
FOXB1	FOXB1
KIN	KIN
MBD4	MBD4
eGFP-HOXC4	HOXC4
HOXB4	HOXB4
KNTC1	KNTC1
PRMT3	PRMT3
MCM3	MCM3
HOXC13	HOXC13
MLLT4	MLLT4
CPXCR1	CPXCR1
LHX9	LHX9
eGFP-KLF5	KLF5
eGFP-OVOL2	OVOL2
eGFP-HOXC11	HOXC11
MLX	MLX
CRX	CRX
eGFP-IGHMBP2	IGHMBP2
eGFP-PAWR	PAWR
RAG1	RAG1
eGFP-LMO2	LMO2
MED1	MED1
HA-E2F1	E2F1
MSGN1	MSGN1
FOXJ1	FOXJ1
CSDC2	CSDC2
eGFP-IKZF2	IKZF2
RAPGEF4	RAPGEF4
MEF2C	MEF2C
eGFP-ISL2	ISL2
NEUROG1	NEUROG1
eGFP-JADE1	JADE1
eGFP-KNTC1	KNTC1
ING5	ING5
CUL2	CUL2
MTF1	MTF1
IFI16	IFI16
HLA-DQB1	HLA-DQB1
FLAG-ZNF222	ZNF222
eGFP-PLRG1	PLRG1
FLAG-ATF7	ATF7
FLAG-FUBP1	FUBP1
MORF4L2	MORF4L2
KMT2D	KMT2D
PLAG1	PLAG1
eGFP-PMS1	PMS1
eGFP-NR1D2	NR1D2
GSTP1	GSTP1
eGFP-HOXB6	HOXB6
eGFP-HMGXB4	HMGXB4
HDAC11	HDAC11
PLEKHA4	PLEKHA4
IRX1	IRX1
AR	AR
SATB1	SATB1
eGFP-HOXC9	HOXC9
NINJ2	NINJ2
MYNN	MYNN
CENPB	CENPB
DMBX1	DMBX1
ARGFX	ARGFX
FLAG-EBF1	EBF1
ELK1phosphoS383	ELK1
eGFP-PGR	PGR
HDAC3	HDAC3
HES4	HES4
eGFP-NR2E3	NR2E3
eGFP-COIL	COIL
CUL4B	CUL4B
MLXIP	MLXIP
DVL1	DVL1
eGFP-IVNS1ABP	IVNS1ABP
eGFP-CRAMP1L	CRAMP1L
MYF6	MYF6
BARHL1	BARHL1
DVL2	DVL2
eGFP-MMS19	MMS19
eGFP-KLF7	KLF7
ILF3	ILF3
MNT	MNT
eGFP-CNOT7	CNOT7
eGFP-KAT2B	KAT2B
eGFP-CRTC1	CRTC1
MSC	MSC
eGFP-CTCF	CTCF
IRF2	IRF2
FLAG-HHEX	HHEX
BRPF1	BRPF1
EBF3	EBF3
eGFP-MAFG	MAFG
KLF16	KLF16
OLIG2	OLIG2
eGFP-DHX38	DHX38
eGFP-MED31	MED31
ATOH7	ATOH7
eGFP-CBX8	CBX8
eGFP-HOXB3	HOXB3
KLF5	KLF5
eGFP-CEBPZ	CEBPZ
ADAMTS17	ADAMTS17
IRF6	IRF6
HMGB1	HMGB1
eGFP-MSX2	MSX2
LITAF	LITAF
eGFP-DDB2	DDB2
IRF9	IRF9
eGFP-CBX7	CBX7
DLX3	DLX3
eGFP-MXI1	MXI1
eGFP-EZH1	EZH1
eGFP-FANK1	FANK1
eGFP-NR2C1	NR2C1
eGFP-DAB2	DAB2
AHDC1	AHDC1
EP400	EP400
DLX4	DLX4
HNF1A	HNF1A
eGFP-FOXG1	FOXG1
DLX5	DLX5
HSFX1	HSFX1
eGFP-NAP1L4	NAP1L4
MAFF	MAFF
HNF4A	HNF4A
DMC1	DMC1
eGFP-EGR4	EGR4
BCL6B	BCL6B
eGFP-EN1	EN1
eGFP-FUBP3	FUBP3
HDAC2	HDAC2
DMRT3	DMRT3
eGFP-FMR1	FMR1
CHD9	CHD9
MAFG	MAFG
eGFP-GATA6	GATA6
DUS3L	DUS3L
eGFP-MED20	MED20
eGFP-GTF2A1	GTF2A1
CUL3	CUL3
BPNT1	BPNT1
eGFP-CNOT3	CNOT3
eGFP-GTF2H1	GTF2H1
MCM7	MCM7
eGFP-GTF2H4	GTF2H4
C11orf95	C11orf95
eGFP-MLLT6	MLLT6
PRRX2	PRRX2
KDM5B	KDM5B
eGFP-HIST1H2BN	HIST1H2BN
PTCHD2	PTCHD2
eGFP-HAX1	HAX1
DZIP1L	DZIP1L
C20orf194	C20orf194
IKZF3	IKZF3
eGFP-DDX5	DDX5
CASP5	CASP5
eGFP-HIVEP2	HIVEP2
NCOA3	NCOA3
eGFP-HIST1H1E	HIST1H1E
FLAG-SMAD1	SMAD1
eGFP-DMAP1	DMAP1
CBLL1	CBLL1
eGFP-PITX2	PITX2
ING4	ING4
CCDC71	CCDC71
DMRTA1	DMRTA1
eGFP-PDLIM1	PDLIM1
HNRNPK	HNRNPK
eGFP-PLAGL1	PLAGL1
NCOR1	NCOR1
L3MBTL4	L3MBTL4
CCAR2	CCAR2
RBM20	RBM20
CBX5	CBX5
MSX2	MSX2
HNRNPL	HNRNPL
FLAG-ATF1	ATF1
ATOH8	ATOH8
FLAG-ZNF160	ZNF160
EN1	EN1
ZMYM3	ZMYM3
eGFP-MAZ	MAZ
ZNF160	ZNF160
KLF2	KLF2
MTA2	MTA2
BACH2	BACH2
eGFP-POLR2D	POLR2D
CHD6	CHD6
OSR1	OSR1
NFATC3	NFATC3
HNRNPH1	HNRNPH1
HMBOX1	HMBOX1
NFE2	NFE2
SIX2	SIX2
eGFP-POLR3F	POLR3F
eGFP-IRX1	IRX1
SLC39A10	SLC39A10
MYBL2	MYBL2
eGFP-FOXL2	FOXL2
FLAG-ZNF791	ZNF791
COPS4	COPS4
eGFP-POU5F2	POU5F2
PSMC2	PSMC2
SOX30	SOX30
MYCN	MYCN
TBX6	TBX6
BRD9	BRD9
NFYA	NFYA
COPS3	COPS3
POU4F3	POU4F3
NFYB	NFYB
CPSF4	CPSF4
FLAG-HNF4G	HNF4G
JUN	JUN
ZNF639	ZNF639
HOXC9	HOXC9
eGFP-NFKBIL1	NFKBIL1
DMRTC2	DMRTC2
TIGD6	TIGD6
HOXD13	HOXD13
SETD7	SETD7
eGFP-POLR2E	POLR2E
FLAG-CENPBD1	CENPBD1
HSF1	HSF1
eGFP-L3MBTL2	L3MBTL2
DOT1L	DOT1L
TLX3	TLX3
PRDM10	PRDM10
DPF1	DPF1
FLAG-ZNF543	ZNF543
ZNF783	ZNF783
ID1	ID1
CUL1	CUL1
DPF3	DPF3
eGFP-MATR3	MATR3
eGFP-NRF1	NRF1
PRR12	PRR12
KAT2B	KAT2B
eGFP-PSIP1	PSIP1
eGFP-MEF2D	MEF2D
ID2	ID2
DUSP12	DUSP12
DACH2	DACH2
ID3	ID3
eGFP-PLAGL2	PLAGL2
eGFP-MED26	MED26
IKZF1	IKZF1
ERG	ERG
FLAG-PBX2	PBX2
POLR2B	POLR2B
eGFP-MAF1	MAF1
MAPK8	MAPK8
MTA1	MTA1
DBX2	DBX2
MTA3	MTA3
POLR3C	POLR3C
eGFP-MDM4	MDM4
eGFP-NFXL1	NFXL1
eGFP-MXD1	MXD1
SETDB2	SETDB2
eGFP-MED13	MED13
MEF2B	MEF2B
eGFP-MXD4	MXD4
FLAG-THAP2	THAP2
FLAG-HPB1	HPB1
GBX2	GBX2
NFIA	NFIA
FLAG-ZNF577	ZNF577
PAX7	PAX7
ZNF8	ZNF8
NFIB	NFIB
FLAG-ZNF124	ZNF124
eGFP-NUFIP1	NUFIP1
IRF1	IRF1
DMAP1	DMAP1
CBFA2T2	CBFA2T2
DEPDC1	DEPDC1
eGFP-MYCL	MYCL
DMRTB1	DMRTB1
eGFP-POU5F1	POU5F1
NFIC	NFIC
eGFP-NFKBIB	NFKBIB
FLAG-ZC3H12A	ZC3H12A
eGFP-NFKBIZ	NFKBIZ
ZNF174	ZNF174
eGFP-POLR1D	POLR1D
FLAG-ARID4B	ARID4B
eGFP-POLR2C	POLR2C
eGFP-HMGN3	HMGN3
NR2F1	NR2F1
ETV3L	ETV3L
MLLT10	MLLT10
eGFP-NKX3-1	NKX3-1
NR2F2	NR2F2
eGFP-NR1I3	NR1I3
IRF8	IRF8
JUNB	JUNB
eGFP-HNRNPK	HNRNPK
FLAG-PRMT5	PRMT5
NRF1	NRF1
eGFP-ORC3	ORC3
ORC4	ORC4
eGFP-FOXP4	FOXP4
eGFP-PATZ1	PATZ1
FLAG-E2F7	E2F7
ZNF230	ZNF230
OSR2	OSR2
EZH2phosphoT487	EZH2
eGFP-POLR2L	POLR2L
DPRX	DPRX
eGFP-ALYREF	ALYREF
eGFP-RAD51	RAD51
FLAG-ZNF592	ZNF592
BRWD1	BRWD1
eGFP-ARID4A	ARID4A
eGFP-CITED4	CITED4
eGFP-PAX6	PAX6
FLAG-SP2	SP2
FLAG-ZNF429	ZNF429
HSF2	HSF2
FLAG-ZNF283	ZNF283
eGFP-LSR	LSR
eGFP-ASH2L	ASH2L
HSF4	HSF4
FLAG-ZNF841	ZNF841
FLAG-NPAS2	NPAS2
CUL4A	CUL4A
eGFP-HES1	HES1
eGFP-PNRC2	PNRC2
FLAG-ZNF780A	ZNF780A
eGFP-HIST1H2BC	HIST1H2BC
TAF9B	TAF9B
FLAG-ZNF823	ZNF823
FLAG-ZNF318	ZNF318
ZNF141	ZNF141
RGS9	RGS9
CUL5	CUL5
PIAS2	PIAS2
DBX1	DBX1
PAX5	PAX5
FLAG-ZNF556	ZNF556
ZNF154	ZNF154
eGFP-POLR2G	POLR2G
DEPDC4	DEPDC4
PBX2	PBX2
TCEA1	TCEA1
KAT8	KAT8
EN2	EN2
FLAG-KMT2B	KMT2B
FLAG-ZNF680	ZNF680
eGFP-PML	PML
GAPDH	GAPDH
eGFP-RBCK1	RBCK1
FLAG-ZNF3	ZNF3
NFE2L2	NFE2L2
SIN3B	SIN3B
eGFP-CHD2	CHD2
ZNF25	ZNF25
FLAG-ZNF654	ZNF654
ZNF264	ZNF264
SOX18	SOX18
JUND	JUND
FLAG-AHR	AHR
FLAG-ZNF329	ZNF329
eGFP-POLR2J	POLR2J
PHF8	PHF8
eGFP-PRICKLE3	PRICKLE3
IRX2	IRX2
HDAC10	HDAC10
FLAG-ZNF616	ZNF616
FLAG-ZNF721	ZNF721
ZBTB21	ZBTB21
DMRTA2	DMRTA2
NR2C2	NR2C2
HDAC8	HDAC8
IRX4	IRX4
eGFP-PRRX2	PRRX2
HIF1AN	HIF1AN
KAT2A	KAT2A
ARID1B	ARID1B
eGFP-PTMA	PTMA
eGFP-POLR3E	POLR3E
C11orf30	C11orf30
ZFP14	ZFP14
eGFP-CDT1	CDT1
eGFP-PURA	PURA
KDM5A	KDM5A
TRIM24	TRIM24
eGFP-PAX3	PAX3
KLF13	KLF13
HES2	HES2
eGFP-PWP1	PWP1
FOXD2	FOXD2
DZIP1	DZIP1
eGFP-ELK3	ELK3
eGFP-HMG20B	HMG20B
FLAG-ZNF626	ZNF626
MLLT6	MLLT6
HIST1H1C	HIST1H1C
eGFP-RAD52	RAD52
ELF5	ELF5
ZNF134	ZNF134
TRERF1	TRERF1
eGFP-RAI1	RAI1
LDB1	LDB1
MAFA	MAFA
NFYC	NFYC
LEF1	LEF1
MKRN3	MKRN3
FLAG-ZNF707	ZNF707
FLAG-KDM1A	KDM1A
eGFP-ING4	ING4
NR1D2	NR1D2
eGFP-ATF4	ATF4
FAM171B	FAM171B
MRPL28	MRPL28
VAX2	VAX2
KLF3	KLF3
FLAG-ZNF786	ZNF786
FLAG-GATAD1	GATAD1
eGFP-RAI14	RAI14
FIZ1	FIZ1
MLXIPL	MLXIPL
FLAG-IRF7	IRF7
eGFP-DDB1	DDB1
PAWR	PAWR
RFX6	RFX6
eGFP-BCLAF1	BCLAF1
FLAG-ZNF644	ZNF644
EIF3CL	EIF3CL
eGFP-RARG	RARG
eGFP-POLR1B	POLR1B
ZC3H11B	ZC3H11B
FLAG-ZBTB14	ZBTB14
KLF7	KLF7
eGFP-RB1	RB1
FOXD4L1	FOXD4L1
eGFP-BNC1	BNC1
RUVBL1	RUVBL1
FLAG-ZNF284	ZNF284
eGFP-EN2	EN2
PBX1	PBX1
FOXE3	FOXE3
eGFP-SOWAHC	SOWAHC
LMO2	LMO2
FLAG-ZXDB	ZXDB
FLAG-FOXM1	FOXM1
ZFP37	ZFP37
eGFP-ESPL1	ESPL1
eGFP-RBBP8NL	RBBP8NL
eGFP-SOX15	SOX15
FLAG-ZNF286A	ZNF286A
ZNF211	ZNF211
FBXO41	FBXO41
FLAG-RERE	RERE
LMX1B	LMX1B
eGFP-CERS5	CERS5
FLAG-E2F3	E2F3
ZGLP1	ZGLP1
EOMES	EOMES
eGFP-RBL1	RBL1
eGFP-SOX3	SOX3
RFXANK	RFXANK
ZMAT1	ZMAT1
SPIB	SPIB
FLAG-NR2F6	NR2F6
FLAG-RAD21	RAD21
RNF2	RNF2
ORC6	ORC6
ZNF12	ZNF12
FOXC1	FOXC1
OVOL2	OVOL2
eGFP-FEV	FEV
eGFP-GRHL3	GRHL3
RUNX2	RUNX2
FEZF1	FEZF1
FLAG-MBD1	MBD1
eGFP-SP5	SP5
ZNF114	ZNF114
MAZ	MAZ
PHF21A	PHF21A
RXRA	RXRA
FLAG-FOXP1	FOXP1
ZNF282	ZNF282
SALL4	SALL4
FLAG-ZNF420	ZNF420
ESX1	ESX1
ZSCAN22	ZSCAN22
eGFP-PRDM16	PRDM16
eGFP-RAD54B	RAD54B
FLAG-ZNF281	ZNF281
eGFP-TADA2A	TADA2A
FLAG-KLF11	KLF11
eGFP-MTF1	MTF1
eGFP-OTX1	OTX1
ZNF14	ZNF14
eGFP-HMGB3	HMGB3
KLF9	KLF9
eGFP-TAF5	TAF5
eGFP-RARA	RARA
MYC	MYC
eGFP-ZBTB16	ZBTB16
FLAG-KDM6A	KDM6A
CREG1	CREG1
eGFP-MZF1	MZF1
ZNF165	ZNF165
FLII	FLII
NMI	NMI
eGFP-PHF23	PHF23
FLAG-ZNF485	ZNF485
NANOG	NANOG
eGFP-YY1	YY1
eGFP-RBBP4	RBBP4
DACH1	DACH1
MED26	MED26
FLAG-ZFPM1	ZFPM1
HKR1	HKR1
eGFP-RBBP7	RBBP7
GCM2	GCM2
eGFP-PRDM2	PRDM2
FLAG-SIX1	SIX1
eGFP-CDC5L	CDC5L
GTF2IRD1	GTF2IRD1
MEF2A	MEF2A
eGFP-PITX1	PITX1
PBX3	PBX3
TRIP4	TRIP4
HMX1	HMX1
ZNF233	ZNF233
GATAD2B	GATAD2B
ZBTB3	ZBTB3
HOPX	HOPX
FLAG-ZNF808	ZNF808
FLAG-ZBTB3	ZBTB3
FLAG-POU5F1	POU5F1
FLAG-SAP130	SAP130
eGFP-ZNF132	ZNF132
ZNF273	ZNF273
NR2F6	NR2F6
SIRT6	SIRT6
FLAG-ZBTB46	ZBTB46
FLAG-BHLHA9	BHLHA9
MIER3	MIER3
ZC3H6	ZC3H6
FLAG-TRIM28	TRIM28
ZNF30	ZNF30
NR3C1	NR3C1
eGFP-ZFP3	ZFP3
ZNF354A	ZNF354A
FLAG-FOXE3	FOXE3
eGFP-TP53	TP53
eGFP-EIF2AK2	EIF2AK2
eGFP-TRRAP	TRRAP
FLAG-ZNF581	ZNF581
FLAG-HELT	HELT
eGFP-ANKZF1	ANKZF1
eGFP-ELF3	ELF3
ZNF100	ZNF100
PML	PML
POLR2A	POLR2A
HMGB3	HMGB3
eGFP-PYGO2	PYGO2
FLAG-NR5A1	NR5A1
eGFP-HOXD11	HOXD11
MLLT1	MLLT1
FLAG-KAT7	KAT7
FLAG-AEBP2	AEBP2
eGFP-BCL11A	BCL11A
SIRT1	SIRT1
eGFP-ZBTB8A	ZBTB8A
ZNF439	ZNF439
HOXD8	HOXD8
eGFP-TFEB	TFEB
HP1BP3	HP1BP3
FLAG-ZNF780B	ZNF780B
eGFP-ZFP62	ZFP62
POLR3G	POLR3G
eGFP-TIAL1	TIAL1
SMAD5	SMAD5
eGFP-RFX1	RFX1
MLLT3	MLLT3
eGFP-ABTB1	ABTB1
FLAG-GATA6	GATA6
eGFP-ZBTB7A	ZBTB7A
SMAD7	SMAD7
ZNF566	ZNF566
eGFP-IRF8	IRF8
HOXC8	HOXC8
MYT1	MYT1
eGFP-HOXD13	HOXD13
IKZF2	IKZF2
SMARCA2	SMARCA2
ZNF568	ZNF568
MACF1	MACF1
IRX6	IRX6
SMARCB1	SMARCB1
eGFP-HNF4A	HNF4A
FLAG-NR2C2	NR2C2
eGFP-TRIP11	TRIP11
eGFP-ZNF189	ZNF189
ZNF574	ZNF574
eGFP-GFI1B	GFI1B
THAP2	THAP2
FLAG-ZNF331	ZNF331
FLAG-ZNF660	ZNF660
FLAG-CASZ1	CASZ1
ZNF542P	ZNF542P
eGFP-ZNF22	ZNF22
ZNF260	ZNF260
eGFP-PPARGC1A	PPARGC1A
eGFP-ZNF214	ZNF214
eGFP-C1orf109	C1orf109
FLAG-ZNF620	ZNF620
MESP2	MESP2
eGFP-ZNF229	ZNF229
eGFP-HOXB9	HOXB9
MAX	MAX
eGFP-PPARGC1B	PPARGC1B
eGFP-ZBTB14	ZBTB14
eGFP-CBX6	CBX6
eGFP-GTF2H2	GTF2H2
SMAD2	SMAD2
PHOX2B	PHOX2B
eGFP-PQBP1	PQBP1
MKRN2	MKRN2
ZNF613	ZNF613
eGFP-HCLS1	HCLS1
SMAD6	SMAD6
SOX13	SOX13
FLAG-WIZ	WIZ
eGFP-PRDM10	PRDM10
eGFP-ZKSCAN5	ZKSCAN5
eGFP-ZNF26	ZNF26
RAD21	RAD21
FLAG-ZNF697	ZNF697
SOX15	SOX15
eGFP-HTATIP2	HTATIP2
eGFP-HEY1	HEY1
eGFP-ZNF491	ZNF491
FLAG-CERS3	CERS3
eGFP-ID1	ID1
eGFP-ZNF131	ZNF131
FLAG-REL	REL
eGFP-RNPS1	RNPS1
eGFP-ZNF148	ZNF148
RNF114	RNF114
MCM5	MCM5
FLAG-HKR1	HKR1
FLAG-RFX5	RFX5
SREBF1	SREBF1
FLAG-ZNF800	ZNF800
FOXD4L4	FOXD4L4
eGFP-PREB	PREB
eGFP-ETV5	ETV5
RARG	RARG
OTOP3	OTOP3
eGFP-CREB3	CREB3
FLAG-MEIS1	MEIS1
SRF	SRF
ZNF69	ZNF69
eGFP-RBM14	RBM14
eGFP-ZNF460	ZNF460
PGR	PGR
eGFP-ZNF558	ZNF558
eGFP-ZNF692	ZNF692
eGFP-IRF9	IRF9
eGFP-DEDD	DEDD
FLAG-ZNF180	ZNF180
FOXF2	FOXF2
eGFP-RBM7	RBM7
eGFP-ZNF547	ZNF547
SIM2	SIM2
eGFP-RXRA	RXRA
HOXA7	HOXA7
PITX1	PITX1
SMARCC1	SMARCC1
SRSF3	SRSF3
eGFP-E2F5	E2F5
PBRM1	PBRM1
eGFP-KDM4A	KDM4A
eGFP-ZNF226	ZNF226
ZNF738	ZNF738
DNAJC1	DNAJC1
eGFP-RBPJ	RBPJ
eGFP-CASZ1	CASZ1
eGFP-RXRG	RXRG
ZNF366	ZNF366
eGFP-RYBP	RYBP
FLAG-RNF219	RNF219
FLAG-ZNF554	ZNF554
eGFP-BCL11B	BCL11B
eGFP-EZH2	EZH2
SNAI1	SNAI1
SRSF7	SRSF7
SUV420H1	SUV420H1
ZNF423	ZNF423
eGFP-ZNF251	ZNF251
FLAG-IRF9	IRF9
ZBTB20	ZBTB20
ZNF77	ZNF77
CERS5	CERS5
eGFP-FOXN2	FOXN2
eGFP-CHD8	CHD8
ZBTB46	ZBTB46
DRGX	DRGX
eGFP-ZNF664	ZNF664
eGFP-SAP30	SAP30
ZNF483	ZNF483
eGFP-ZNF45	ZNF45
eGFP-ZNF85	ZNF85
ZNF804A	ZNF804A
eGFP-RFX5	RFX5
PLXNA3	PLXNA3
eGFP-MAFB	MAFB
ZNF493	ZNF493
eGFP-ZNF454	ZNF454
ZIC5	ZIC5
FLAG-CTCF	CTCF
POU2F2	POU2F2
PLXNB2	PLXNB2
eGFP-ZNF697	ZNF697
ZNF839	ZNF839
eGFP-OVOL3	OVOL3
ZNF184	ZNF184
eGFP-GLIS1	GLIS1
DVL3	DVL3
ZNF524	ZNF524
SP1	SP1
eGFP-ZNF781	ZNF781
FLAG-UBTF	UBTF
POU5F1	POU5F1
PMS1	PMS1
eGFP-HOXD3	HOXD3
PPARA	PPARA
SPDEF	SPDEF
ZNF287	ZNF287
REST	REST
eGFP-RHOXF2	RHOXF2
eGFP-EHMT2	EHMT2
TADA2B	TADA2B
eGFP-INSM1	INSM1
eGFP-ERCC2	ERCC2
ZNF556	ZNF556
SCML4	SCML4
eGFP-SERTAD3	SERTAD3
RFX1	RFX1
eGFP-HEXIM1	HEXIM1
eGFP-ZNF561	ZNF561
ZNF316	ZNF316
ETV7	ETV7
eGFP-ZNF43	ZNF43
FLAG-ZNF713	ZNF713
eGFP-NFE2L2	NFE2L2
MAFK	MAFK
SREBF2	SREBF2
eGFP-SP1	SP1
TCF23	TCF23
PRDM16	PRDM16
SHPRH	SHPRH
FEZF2	FEZF2
FLAG-ZNF691	ZNF691
eGFP-SP8	SP8
eGFP-REPIN1	REPIN1
eGFP-PPARD	PPARD
eGFP-HMGN4	HMGN4
eGFP-TRPS1	TRPS1
eGFP-NPAS2	NPAS2
eGFP-ZNF594	ZNF594
TCF7L2	TCF7L2
eGFP-ANKRD10	ANKRD10
eGFP-ZNF490	ZNF490
FLAG-LIN54	LIN54
KRTAP9-9	KRTAP9-9
POLR2AphosphoS5	POLR2A
TEAD1	TEAD1
eGFP-TTF2	TTF2
eGFP-RING1	RING1
FLAG-ZNF775	ZNF775
eGFP-NPAS1	NPAS1
MEIS3P2	MEIS3P2
ZSCAN31	ZSCAN31
FLAG-ZNF799	ZNF799
eGFP-TAF9	TAF9
FLAG-E2F5	E2F5
eGFP-ZNF556	ZNF556
eGFP-NR2F1	NR2F1
eGFP-NR5A2	NR5A2
eGFP-WHSC1L1	WHSC1L1
TRIM32	TRIM32
TFEB	TFEB
eGFP-ZNF548	ZNF548
MEOX2	MEOX2
FLAG-ZBTB2	ZBTB2
eGFP-HOXD12	HOXD12
eGFP-ZNF264	ZNF264
TRMT1	TRMT1
FLAG-NR1H3	NR1H3
FLAG-ZNF772	ZNF772
FLAG-ZNF33B	ZNF33B
MIER2	MIER2
FLAG-ZNF121	ZNF121
eGFP-PCBD2	PCBD2
eGFP-BATF	BATF
eGFP-CUX1	CUX1
ZNF654	ZNF654
eGFP-TGIF1	TGIF1
eGFP-ZBTB48	ZBTB48
eGFP-ZNF414	ZNF414
eGFP-ZNF155	ZNF155
eGFP-ZNF346	ZNF346
FLAG-NCOA6	NCOA6
TFCP2L1	TFCP2L1
eGFP-BHLHE41	BHLHE41
eGFP-IRF3	IRF3
TFDP1	TFDP1
MKX	MKX
eGFP-RUVBL2	RUVBL2
TP53	TP53
eGFP-TNFAIP3	TNFAIP3
eGFP-BMI1	BMI1
NEUROG3	NEUROG3
ZNF705E	ZNF705E
FLAG-E2F4	E2F4
eGFP-ZNF391	ZNF391
NR2E1	NR2E1
FLAG-RFX2	RFX2
TP73	TP73
eGFP-ZIM2	ZIM2
NKX2-5	NKX2-5
eGFP-TOE1	TOE1
KMT2E	KMT2E
eGFP-BCOR	BCOR
eGFP-ZNF691	ZNF691
MXI1	MXI1
FLAG-ZNF184	ZNF184
ZNF573	ZNF573
THAP11	THAP11
eGFP-BUD31	BUD31
TRIM28	TRIM28
eGFP-POU2F2	POU2F2
eGFP-ZNF408	ZNF408
PAX2	PAX2
eGFP-EGR2	EGR2
eGFP-BOLA2	BOLA2
eGFP-ZNF485	ZNF485
REL	REL
PDX1	PDX1
RELA	RELA
THRB	THRB
FLAG-TERF1	TERF1
eGFP-SCAND1	SCAND1
eGFP-CENPK	CENPK
eGFP-TSHZ1	TSHZ1
NCOA1	NCOA1
FLAG-MLXIP	MLXIP
ZNF621	ZNF621
TBX22	TBX22
eGFP-UBN1	UBN1
PLAGL2	PLAGL2
ZNF653	ZNF653
FLAG-AHCTF1	AHCTF1
eGFP-ZFP36L1	ZFP36L1
PCBP2	PCBP2
eGFP-POGK	POGK
ZNF615	ZNF615
eGFP-RBM15B	RBM15B
FLAG-SSRP1	SSRP1
FLAG-ZIK1	ZIK1
eGFP-PPARA	PPARA
ZNF689	ZNF689
eGFP-DBP	DBP
eGFP-HTATSF1	HTATSF1
FLAG-SMAD4	SMAD4
eGFP-RBMX	RBMX
eGFP-MED15	MED15
eGFP-ZNF140	ZNF140
eGFP-EGR3	EGR3
eGFP-NFATC2	NFATC2
ZNF726	ZNF726
FLAG-ZNF146	ZNF146
ZNF23	ZNF23
